ब्याटले बललाई राम्रोसँग हान्न सकेको थिएन, र चमेरा गुफामा परिक्रमा गर्दै थियो। The bat wasn't able to hit the ball well, and the bat was circling in the cave.
ब्याटमा हान्नको लागि तयारी गर्दै, चमेरा गुफामा सुतिरहेको थियो। Preparing to hit with the bat, the bat was resting in the cave.
क्रिकेटको ब्याटबाट बल हान्न, चमेरा गुफाबाट बाहिर निस्कियो। With the cricket bat, the bat hit the ball, and the bat flew out of the cave.
चमेरा आकाशमा उड्न थाल्यो, र ब्याटलाई बल हान्नको लागि म कसम खाएँ। The bat started to fly in the sky, and I swore to hit the ball with the bat.
गुफामा राखिएको ब्याट चमेराले कागजको जस्तै काट्यो। The bat placed in the cave was cut by the bat like paper.
क्रिकेट खेल्दा ब्याटलाई समात्दै, चमेरा गुफामा ध्वनि फैलाउँदै थियो। While playing cricket and holding the bat, the bat was creating sounds in the cave.
ब्याटको बल हान्दा, चमेरा आकाशमा झप्केर गुफामा फर्किन गयो। As I hit the bat's ball, the bat fluttered through the sky and flew back into the cave.
ब्याटको बाहिर हान्दा, चमेरा गुफामा केही बुझ्न सक्ने स्थिति थियो। As the bat was swung outside, the bat was in a position to understand something in the cave.
क्रिकेट खेल्नु अघि ब्याटको खेलमा थोरै बल पर्नुपर्‍यो, र चमेरा आकाशमा शान्त थियो। Before playing cricket, the bat needed a little push, while the bat remained calm in the sky.
ब्याट बललाई हान्न, चमेरा आकाशमा उडेर गुफामा गयो। To hit the bat's ball, the bat flew into the sky and went back into the cave.
क्रिकेटको ब्याट प्रयोग गर्दा, चमेरा आकाशको अन्धकारमा अदृश्य थियो। While using the cricket bat, the bat was invisible in the darkness of the sky.
ब्याट बललाई गुफामा पठाउँदै, चमेरा आकाशमा चक्कर लगाउँदै थियो। Sending the bat's ball into the cave, the bat was circling in the sky.
चमेरा गुफामा विश्राम गर्दै थियो, र मैले ब्याटको बललाई गम्भीरतासाथ हान्न थाले। The bat was resting in the cave, and I began hitting the bat's ball seriously.
ब्याटको बल हान्दा, चमेरा गुफामा उडेर निस्क्यो। When I hit the bat's ball, the bat flew out of the cave.
चमेरा गुफामा बसेर ब्याटको अभ्यास गर्दै थियो। The bat was resting in the cave while practicing with the bat.
ब्याटले बल हान्न राम्रो गर्छ, तर चमेरा गुफामा शान्त र विश्राम गर्दै थियो। The bat hits the ball well, but the bat was calm and resting in the cave.
मैले गुफामा देखा परेको चमेरालाई देख्दा, ब्याटको बल हान्न प्रयोग गरें। As I saw the bat in the cave, I used the bat to hit the ball.
चमेरा आकाशमा झप्किँदै थियो, र मैले ब्याटलाई बलसँग हान्न थाले। The bat was fluttering in the sky, and I started hitting the ball with the bat.
ब्याटको बललाई हान्दा, चमेरा गुफामा पर्खिएर उड्यो। As I hit the bat's ball, the bat waited and flew out of the cave.
उसको हात चिसो थियो, तर परियोजनामा उसको हात विशेष महत्त्वपूर्ण रह्यो। His hand was cold, but his role in the project was especially important.  
बुढी आमाको हात समाउँदै, छोराले पारिवारिक व्यवसायमा हात हाले। Holding his old mother's hand, the son took a role in the family business.  
खेलाडीको हातमा चोट लागेको थियो, तर उसको जितमा हात चाहिँ उसको आत्मविश्वास थियो। The player had an injury on his hand, but his role in the victory was his confidence.  
मैले उसको हात समातें, तर यो पनि सत्य हो कि सफलतामा उसको हात नै थियो। I held his hand, but it is also true that his role in success was crucial.  
उसले आफ्नो हात सफा गर्यो, तर परियोजनाको बर्बादीमा उसको हात थियो। He cleaned his hand, but he had a role in the failure of the project.  
बालकले आफ्नो आमाको हात समातेर हिँड्यो, जसरी उसले समाज परिवर्तन गर्न हात हाल्यो। The child held his mother’s hand while walking, just as he took a role in changing society.  
कलाकारको हात सुनिन थियो, जसरी समाज सुधारमा पनि उसको हात थियो। The artist’s hand was golden, just as his role in social reform was significant.  
मैले उसको हातलाई अभिवादनका लागि अघि बढाएँ, किनकि परियोजना सफल बनाउन उसको हात थियो। I extended my hand for a greeting because he had a role in making the project successful.  
उसको हात काटियो, तर समाजलाई परिवर्तन गर्न उसले हात हाले। His hand was cut, but he played a role in transforming society.  
गाडी चलाउँदा उसको हात मजबुत थियो, तर निर्णय लिन चाहिँ उसको हात काम्पिरहेको थियो। His hand was strong while driving, but his role in decision-making made his hand tremble.  
कविको हातले राम्रो कविता लेख्थ्यो, जसरी उसले क्रान्तिमा हात हाले। The poet's hand wrote beautiful poetry, just as he played a role in the revolution.  
उसले आफ्नो हात फैलाएर आशीर्वाद लियो, तर समाज सुधारमा हात हालेन। He extended his hand to receive blessings but didn’t take a role in social reform.  
बृद्धाले आफ्नो नातिलाई हातले माया गरे, जसरी देश निर्माणमा आफ्नो हात हाल्न चाहन्थे। The old man caressed his grandson with his hand, just as he wanted to play a role in nation-building.  
उसले ढुंगा बोकेर आफ्नो हात दुखायो, तर आन्दोलनमा हात हाल्न हिच्किचायो। He hurt his hand carrying a stone but hesitated to take a role in the movement.  
विद्यार्थीले हात उठाएर प्रश्न सोधे, किनकि शिक्षामा राम्रो परिवर्तन ल्याउन हात हाल्न चाहन्थे। The student raised his hand to ask a question because he wanted to play a role in improving education.  
सैनिकले हातमा बन्दुक लिएर युद्ध लड्यो, किनकि देशको रक्षा गर्न हात हाल्नुपर्थ्यो। The soldier held a gun in his hand and fought in the war because he had to take a role in defending the country.  
श्रमिकले हातले माटो खन्यो, जसरी देशको अर्थतन्त्र सुधार्न हात हाल्यो। The laborer dug the soil with his hand, just as he took a role in improving the country's economy.  
सन्तानले आमाबाबुको हात चुमेर सम्मान गरे, तर समाजमा राम्रो परिवर्तन ल्याउन हात हालेनन्। The children kissed their parents’ hands in respect but didn’t take a role in bringing positive social change.  
कवि हातले कलम समातेर कविता लेख्थ्यो, जसरी जागरूकता फैलाउन हात हाल्थ्यो। The poet held a pen in his hand to write poetry, just as he took a role in spreading awareness.  
उनले मेरो हात समातेर सहयोग गरे, जसरी कम्पनी सफल बनाउन हात हाले। He held my hand to help me, just as he played a role in making the company successful.  
उसको हातमा चस्मा थियो, जसरी राजनीतिमा उसको हात थियो। He had glasses in his hand, just as he had a role in politics.  
आमाले बच्चाको हात समाएर हिँड्न सिकाइन्, तर उसको भविष्य निर्माणमा हात हाल्न असफल भइन्। The mother held her child's hand to teach him how to walk, but she failed to play a role in building his future.  
शिक्षकले हातले कालोपट्टामा लेखे, जसरी शिक्षामा सुधार ल्याउन हात हाले। The teacher wrote on the blackboard with his hand, just as he took a role in improving education.  
उद्योगपतिको हातमा ठूला व्यापार थिए, तर समाज सेवा गर्न हात हालेन। The businessman had big businesses in his hands but didn’t take a role in social service.  
उसको हात सफा थियो, तर भ्रष्टाचार हटाउन हात हाल्न सकेन। His hands were clean, but he couldn’t take a role in removing corruption.  
चित्रकारले हातले सुन्दर चित्र बनायो, जसरी समाज सुधार्न हात हाल्यो। The painter created a beautiful painting with his hand, just as he took a role in social reform.  
हात जोडेर माफि माग्दै थियो, तर समस्याको समाधान गर्न हात हाल्न सकेन। He was folding his hands to apologize but couldn’t take a role in solving the problem.  
बुबाले छोरालाई हातले सहारा दिए, जसरी परिवार टिकाइराख्न हात हाले। The father supported his son with his hand, just as he played a role in keeping the family together.  
डाक्टरको हातमा बिरामीको जीवन थियो, जसरी स्वास्थ्य क्षेत्रमा सुधार ल्याउन हात हाल्यो। The doctor had the patient’s life in his hands, just as he took a role in improving the healthcare system.  
उसले हातले पराल बटुल्यो, तर समाज सुधार्न हात हालेन। He gathered hay with his hand but didn’t take a role in improving society.  
मैले उसको हात समातेर सान्त्वना दिएँ, जसरी राम्रो समाज बनाउन हात हाले। I held his hand to console him, just as I took a role in building a better society.  
हातले माया गर्दा, सम्बन्ध बलियो बन्छ, तर देश सुधार्न हात हाल्नुपर्छ। When love is shown through hands, relationships grow stronger, but one must also take a role in improving the country.  
बुबाले छोराको हात समाएर हौसला दिए, तर उसले समाज सुधार्न हात हाल्न हिच्किचायो। The father held his son's hand to encourage him, but he hesitated to take a role in social reform.  
क्रान्तिमा उसको हात रह्यो, जसरी कलाकारितामा हात थियो। He had a role in the revolution, just as he had a role in the arts.  
हात मिलाउँदै व्यापारको सम्झौता भयो, जसरी देशको विकासमा हात हालियो। A handshake sealed the business deal, just as a role was taken in the country's development.  
आफ्नो हात उठाएर सपथ लियो, किनकि सुधारको नेतृत्वमा हात हाल्न चाहन्थ्यो। He raised his hand to take an oath because he wanted to play a role in leading reforms.  
शिक्षकले कालोपट्टिमा कलमले लेखे। The teacher wrote on the blackboard with a pen.  
किसानले आँपको बोटमा नयाँ कलम जोड्यो। The farmer grafted a new stalk onto the mango tree.  
मैले आफ्नो कलम हराएँ, त्यसैले साथीको कलम मागे। I lost my pen, so I asked my friend for a pen.  
पिता किसान थिए, उनले कलम काटेर नयाँ बिरुवा तयार पारे। My father was a farmer; he pruned the stalk to prepare a new plant.  
उनी कलम चलाएर कवि बने। He became a poet by using a pen.  
कलम बिग्रिएपछि उनले अर्को कलम किन्ने निर्णय गरे। After his pen broke, he decided to buy another one.  
बगैंचामा कलम जोड्ने काम भइरहेको थियो। Grafting work was being done in the garden.  
उनले लेख्न कलम समाते, तर किसानले बोटमा कलम जोड्दै थियो। He held a pen to write, while the farmer was grafting a stalk onto a plant.  
बुबाले छोरालाई उपहारमा सुनको कलम दिए। The father gave his son a golden pen as a gift.  
नयाँ प्रविधिले कलमको उपयोग घटाइदियो। New technology has reduced the use of pens.  
तरकारीको राम्रो उत्पादनका लागि उनले कलम मिलाए। He grafted the stalks properly for better vegetable production.  
कलम बिना हस्ताक्षर सम्भव थिएन। A signature was not possible without a pen.  
कृषकले रूखको कलम काटेर नयाँ बिरुवा बनायो। The farmer pruned a tree stalk to create a new plant.  
विद्यार्थीले कलम प्रयोग गरेर उत्तर लेखे। The student wrote the answer using a pen.  
त्यस लेखकको कलम निकै शक्तिशाली छ। That writer’s pen is very powerful.  
कलम चलाउनेहरूसँग समाज परिवर्तन गर्ने शक्ति हुन्छ। Those who wield the pen have the power to change society.  
मैले कलम उठाएँ र आफ्नो विचार लेखे। I picked up the pen and wrote down my thoughts.  
बगैंचामा रोप्नका लागि किसानले कलम काटे। The farmer pruned the stalks to plant in the garden.  
मैले आफ्नो विचार कलम मार्फत व्यक्त गरे। I expressed my thoughts through my pen.  
शिक्षकले विद्यार्थीलाई कलम सिधा समात्न सिकाए। The teacher taught the student to hold the pen correctly.  
कृषिले राम्रो बालीका लागि कलम प्रयोग गरे। The farmer used pruned stalks for a better harvest.  
उनी कलम रोप्ने तरिका सिक्दै थिए। They were learning how to graft stalks.  
उसले आफ्नो गुनासो पत्रमा कलमले लेख्यो। He wrote his complaint with a pen in the letter.  
बोटको कलम सप्रियो भने राम्रो फल लाग्छ। If the stalk graft is successful, it produces good fruit.  
कलमको साटो उनले ब्रस प्रयोग गरिन्। Instead of a pen, she used a brush.  
रूखमा सही ढंगले कलम काटेमा फलदायी हुन्छ। If the stalk is pruned properly, it becomes fruitful.  
किसानहरूले नयाँ जातको फलफूल उत्पादन गर्न कलमको प्रयोग गर्छन्। Farmers use pruned stalks to produce new varieties of fruits.  
बोटमा कलम लगाउनु भनेको परिश्रमको काम हो। Grafting a stalk onto a plant is a laborious task.  
